,Titles,Genres,Developers,Publishers,ReleaseDate_JP,ReleaseDate_EU,ReleaseDate_NA,TitlesHTML,SearchLinks,HistScrapped,Reviews,LogRegSlope,LogRegIntcpt,InitPrice,MappedGenres,MappedPublishers,MappedDevelopers,ReleaseDate_Agg,Release_Year,Release_Month,Release_Day,Success,SuccessPredict,SuccessPredictProb,SuccessPredictText
1277,Murdered: Soul Suspect,Action-adventure,Airtight Games,Square Enix,2014-07-17,2014-06-06,2014-06-03,murdered+soul+suspect,https://psprices.com/region-us/search/?q=murdered+soul+suspect&platform=PS4&dlc=hide,True,60.0,-0.0018714694314252089,-0.296067013209789,49.99,Adventure,HighPublishers,LowDevelopers,2014-06-03,2014.0,6.0,3.0,1,1.0,75.04981421777534,Success
1284,MX vs. ATV Supercross Encore,Racing,Rainbow Studios,Nordic Games,2015-10-27,2015-10-27,2015-10-27,mx+vs+atv+supercross+encore,https://psprices.com/region-us/search/?q=mx+vs+atv+supercross+encore&platform=PS4&dlc=hide,True,42.0,-5.382929612099958e-05,-0.0930602558622277,29.99,Sports,MedPublishers,LowDevelopers,2015-10-27,2015.0,10.0,27.0,0,1.0,54.18154730686838,Success
1295,My Time at Portia,Role-playing,Pathea Games,Team17,2019-04-16,2019-04-16,2019-04-16,my+time+at+portia,https://psprices.com/region-us/search/?q=my+time+at+portia&platform=PS4&dlc=hide,True,73.0,-0.0018100478439011104,0.05275621815391783,29.99,RPG,HighPublishers,MedDevelopers,2019-04-16,2019.0,4.0,16.0,1,0.0,75.35928500197254,Failure
1296,Mystery Chronicle: One Way Heroics,Role-playing,Smoking Wolf,Spike Chunsoft,2015-07-30,2016-09-13,2016-09-13,mystery+chronicle+one+way+heroics,https://psprices.com/region-us/search/?q=mystery+chronicle+one+way+heroics&platform=PS4&dlc=hide,True,86.0,0.015062091699263107,9.144997423809491e-18,13.49,RPG,MedPublishers,LowDevelopers,2016-09-13,2016.0,9.0,13.0,0,0.0,83.11979170384755,Failure
1300,Naruto: Ultimate Ninja Storm,Fighting,CyberConnect2,Bandai Namco Entertainment,2017-07-27,2017-08-25,2017-08-25,naruto+ultimate+ninja+storm,https://psprices.com/region-us/search/?q=naruto+ultimate+ninja+storm&platform=PS4&dlc=hide,True,79.0,-0.0010530017028444912,0.03693610321848628,19.99,Action,HighPublishers,HighDevelopers,2017-08-25,2017.0,8.0,25.0,1,0.0,83.21079160033939,Failure
1303,Naruto Shippuden: Ultimate Ninja Storm 4,Fighting,CyberConnect2,Bandai Namco Entertainment,2016-02-04,2016-02-05,2016-02-09,naruto+shippuden+ultimate+ninja+storm+4,https://psprices.com/region-us/search/?q=naruto+shippuden+ultimate+ninja+storm+4&platform=PS4&dlc=hide,True,79.0,-0.0008588562373740906,-0.1059540822253541,59.99,Action,HighPublishers,HighDevelopers,2016-02-09,2016.0,2.0,9.0,0,1.0,50.34944188801137,Success
1308,Natural Doctrine,Tactical role-playing,Kadokawa Games,Kadokawa Games,2014-04-03,2014-10-03,2014-09-30,natural+doctrine,https://psprices.com/region-us/search/?q=natural+doctrine&platform=PS4&dlc=hide,True,57.0,-0.0010588171234293408,-0.018431855995220014,59.99,Action,MedPublishers,HighDevelopers,2014-09-30,2014.0,9.0,30.0,1,1.0,62.78149834166003,Success
1309,NBA 2K Playgrounds 2,Sports,Saber Interactive,Saber Interactive,2018-10-16,2018-10-16,2018-10-16,nba+2k+playgrounds+2,https://psprices.com/region-us/search/?q=nba+2k+playgrounds+2&platform=PS4&dlc=hide,True,70.0,-0.001663379374463422,0.07668161478346,29.99,Sports,LowPublishers,HighDevelopers,2018-10-16,2018.0,10.0,16.0,1,0.0,81.05942168703065,Failure
1314,NBA 2K18,Sports,Visual Concepts,2K Sports,2017-09-19,2017-09-19,2017-09-19,nba+2k18,https://psprices.com/region-us/search/?q=nba+2k18&platform=PS4&dlc=hide,True,79.0,-0.0015683772434017032,-0.0007995009696176655,59.99,Sports,MedPublishers,HighDevelopers,2017-09-19,2017.0,9.0,19.0,1,0.0,69.9155424627247,Failure
1315,NBA 2K19,Sports,Visual Concepts,2K Sports,2018-09-11,2018-09-11,2018-09-11,nba+2k19,https://psprices.com/region-us/search/?q=nba+2k19&platform=PS4&dlc=hide,True,94.0,-0.001379303520032871,-0.06633545676267234,59.99,Sports,MedPublishers,HighDevelopers,2018-09-11,2018.0,9.0,11.0,1,0.0,81.22347792579949,Failure
1324,Necropolis,Action role-playing,Harebrained Schemes,Bandai Namco Entertainment,2016-09-06,2016-09-06,2016-09-06,necropolis,https://psprices.com/region-us/search/?q=necropolis&platform=PS4&dlc=hide,True,57.0,-0.0015506280127638948,0.003644529636525423,29.99,Action,HighPublishers,LowDevelopers,2016-09-06,2016.0,9.0,6.0,1,1.0,50.24075249559567,Success
1325,Need for Speed,Racing,Ghost Games,Electronic Arts,2015-11-03,2015-11-03,2015-11-03,need+for+speed,https://psprices.com/region-us/search/?q=need+for+speed&platform=PS4&dlc=hide,True,65.0,-0.0019263081744325047,-0.032652323817429524,59.99,Sports,HighPublishers,MedDevelopers,2015-11-03,2015.0,11.0,3.0,1,1.0,73.28264361101937,Success
1327,Need for Speed: Payback,Racing,Ghost Games,Electronic Arts,2017-11-10,2017-11-10,2017-11-10,need+for+speed+payback,https://psprices.com/region-us/search/?q=need+for+speed+payback&platform=PS4&dlc=hide,True,60.0,-0.0017180373052612826,0.13883894480008901,59.99,Sports,HighPublishers,MedDevelopers,2017-11-10,2017.0,11.0,10.0,1,1.0,61.831077331726156,Success
1328,Need for Speed: Rivals,Racing,Ghost Games,Electronic Arts,2014-02-22,2013-11-29,2013-11-15,need+for+speed+rivals,https://psprices.com/region-us/search/?q=need+for+speed+rivals&platform=PS4&dlc=hide,True,80.0,-0.0020483391933590503,-0.17511836136476164,49.99,Sports,HighPublishers,MedDevelopers,2013-11-15,2013.0,11.0,15.0,1,1.0,68.07147358496802,Success
1329,Nelke & the Legendary Alchemists: Ateliers of the New World,Town-building,Gust Co. Ltd.,Koei Tecmo,2019-01-31,2019-05-15,2019-04-25,nelke+the+legendary+alchemists+ateliers+of+the+new+world,https://psprices.com/region-us/search/?q=nelke+the+legendary+alchemists+ateliers+of+the+new+world&platform=PS4&dlc=hide,True,70.0,-0.0004413879156903384,-0.06432502289144769,59.99,Simulation,HighPublishers,MedDevelopers,2019-04-25,2019.0,4.0,25.0,0,0.0,60.246463777086845,Failure
1336,Neverending Nightmares,Survival horror,Infinitap Games,Infinitap Games,2014-09-26,2014-09-26,2014-09-26,neverending+nightmares,https://psprices.com/region-us/search/?q=neverending+nightmares&platform=PS4&dlc=hide,True,72.0,-0.00142381417258138,0.004241148599178579,14.99,Horror,LowPublishers,LowDevelopers,2014-09-26,2014.0,9.0,26.0,1,0.0,64.64341636441605,Failure
1338,New Gundam Breaker,Mech-combat,Bandai Namco Entertainment,Bandai Namco Entertainment,2018-06-21,2018-06-22,2018-06-22,new+gundam+breaker,https://psprices.com/region-us/search/?q=new+gundam+breaker&platform=PS4&dlc=hide,True,41.0,-0.001524792759718586,-0.03179456705095615,59.99,Action,HighPublishers,HighDevelopers,2018-06-22,2018.0,6.0,22.0,1,1.0,56.713277144016494,Success
1340,Nex Machina,Shoot 'em up,Housemarque,Housemarque,2017-06-20,2017-06-20,2017-06-20,nex+machina,https://psprices.com/region-us/search/?q=nex+machina&platform=PS4&dlc=hide,True,86.0,-0.0011560792284678045,0.08744949138488578,19.99,Shooter,LowPublishers,HighDevelopers,2017-06-20,2017.0,6.0,20.0,1,0.0,86.1420767966157,Failure
1347,NHL 20,Sports,EA Canada,Electronic Arts,2019-09-13,2019-09-13,2019-09-13,nhl+20,https://psprices.com/region-us/search/?q=nhl+20&platform=PS4&dlc=hide,True,79.0,-0.0004793176386194198,-0.17526412473553232,59.99,Sports,HighPublishers,HighDevelopers,2019-09-13,2019.0,9.0,13.0,0,0.0,74.55514176674761,Failure
1348,Nidhogg,Fighting,Messhof,Messhof,2017-02-09,2014-10-14,2014-10-14,nidhogg,https://psprices.com/region-us/search/?q=nidhogg&platform=PS4&dlc=hide,True,81.0,-0.0010222050225611996,-0.11597958138602021,14.99,Action,LowPublishers,MedDevelopers,2014-10-14,2014.0,10.0,14.0,1,0.0,62.59856214994923,Failure
1349,Nidhogg 2,Fighting,Messhof,Messhof,2017-10-06,2017-08-15,2017-08-15,nidhogg+2,https://psprices.com/region-us/search/?q=nidhogg+2&platform=PS4&dlc=hide,True,78.0,-0.0008824976426369795,0.17588255145542106,12.74,Action,LowPublishers,MedDevelopers,2017-08-15,2017.0,8.0,15.0,0,0.0,78.91828568417209,Failure
1350,Nier: Automata,Action,PlatinumGames,Square Enix,2017-02-23,2017-03-07,2017-03-07,nier+automata,https://psprices.com/region-us/search/?q=nier+automata&platform=PS4&dlc=hide,True,90.0,0.0001168152715908288,-0.11893962534214297,39.99,Action,HighPublishers,HighDevelopers,2017-03-07,2017.0,3.0,7.0,0,0.0,74.65718112398123,Failure
1351,Night in the Woods,Adventure,Finji Games,Finji Games,2019-03-28,2017-01-10,2017-01-10,night+in+the+woods,https://psprices.com/region-us/search/?q=night+in+the+woods&platform=PS4&dlc=hide,True,85.0,-0.0003541460554423572,0.01949600585952512,19.99,Adventure,LowPublishers,LowDevelopers,2017-01-10,2017.0,1.0,10.0,0,0.0,79.13287057552736,Failure
1352,Nightmare Boy,Metroidvania,The Vanir Project,Badland Games,2017-10-24,2017-10-24,2017-10-24,nightmare+boy,https://psprices.com/region-us/search/?q=nightmare+boy&platform=PS4&dlc=hide,True,62.0,-0.00045896721093808,-0.007166743493620252,12.99,Action,LowPublishers,LowDevelopers,2017-10-24,2017.0,10.0,24.0,0,0.0,77.41787241025713,Failure
1356,Nights of Azure,Role-playing,Gust,Tecmo Koei,2015-10-01,2016-04-01,2016-03-29,nights+of+azure,https://psprices.com/region-us/search/?q=nights+of+azure&platform=PS4&dlc=hide,True,68.0,-0.0003666907933434721,-0.12229012560692194,59.99,RPG,MedPublishers,HighDevelopers,2016-03-29,2016.0,3.0,29.0,0,0.0,55.51086388413682,Failure
1357,Nights of Azure 2: Bride of the New Moon,Role-playing,Gust,Tecmo Koei,2017-08-31,2017-10-27,2017-10-24,nights+of+azure+2+bride+of+the+new+moon,https://psprices.com/region-us/search/?q=nights+of+azure+2+bride+of+the+new+moon&platform=PS4&dlc=hide,True,65.0,-0.0002607059430371539,-0.043074086307873,59.99,RPG,MedPublishers,HighDevelopers,2017-10-24,2017.0,10.0,24.0,0,0.0,62.86313393928617,Failure
1359,Nine Parchments,Action,Frozenbyte,Frozenbyte,2017-12-05,2017-12-05,2017-12-05,nine+parchments,https://psprices.com/region-us/search/?q=nine+parchments&platform=PS4&dlc=hide,True,66.0,-0.0016010269448919305,0.09236333605070052,19.99,Action,MedPublishers,HighDevelopers,2017-12-05,2017.0,12.0,5.0,1,0.0,79.12886191675538,Failure
1361,Nioh,Action role-playing,Koei Tecmo,Sony Interactive Entertainment,2017-02-09,2017-02-08,2017-02-07,nioh,https://psprices.com/region-us/search/?q=nioh&platform=PS4&dlc=hide,True,87.0,-0.0017560338410335997,0.059161251730890096,59.99,Action,HighPublishers,HighDevelopers,2017-02-07,2017.0,2.0,7.0,1,0.0,61.82706156532143,Failure
1364,Ni no Kuni II: Revenant Kingdom,Role-playing,Level-5,Bandai Namco,2018-03-23,2018-03-23,2018-03-23,ni+no+kuni+ii+revenant+kingdom,https://psprices.com/region-us/search/?q=ni+no+kuni+ii+revenant+kingdom&platform=PS4&dlc=hide,True,87.0,-0.0006383198637469976,-0.007182324237074643,59.99,RPG,HighPublishers,HighDevelopers,2018-03-23,2018.0,3.0,23.0,0,0.0,73.16445354150251,Failure
1367,Nitroplus Blasterz: Heroines Infinite Duel,Fighting,Examu,Xseed Games,2015-12-10,2016-04-07,2016-02-02,nitroplus+blasterz+heroines+infinite+duel,https://psprices.com/region-us/search/?q=nitroplus+blasterz+heroines+infinite+duel&platform=PS4&dlc=hide,True,66.0,-0.002153132624952133,-0.0633236699868896,39.99,Action,MedPublishers,LowDevelopers,2016-02-02,2016.0,2.0,2.0,1,0.0,51.52915959538156,Failure
1370,No Man's Sky,Action-adventure,Hello Games,Hello Games,2016-08-25,2016-08-10,2016-08-09,no+mans+sky,https://psprices.com/region-us/search/?q=no+mans+sky&platform=PS4&dlc=hide,True,70.0,-0.0006772418267563846,-0.12509858250332945,59.99,Adventure,LowPublishers,LowDevelopers,2016-08-09,2016.0,8.0,9.0,0,1.0,55.329184232418115,Success
1371,Nobunaga's Ambition: Sphere of Influence,Tactical role-playing,Tecmo Koei,Tecmo Koei,2014-02-22,2015-09-04,2015-09-01,nobunagas+ambition+sphere+of+influence,https://psprices.com/region-us/search/?q=nobunagas+ambition+sphere+of+influence&platform=PS4&dlc=hide,True,75.0,-0.0005370582145410689,-0.05173480981917404,59.99,Action,MedPublishers,HighDevelopers,2015-09-01,2015.0,9.0,1.0,0,1.0,52.145066468841925,Success
1372,Nobunaga's Ambition: Taishi,Tactical role-playing,Tecmo Koei,Tecmo Koei,2017-11-30,2018-07-06,2018-07-03,nobunagas+ambition+taishi,https://psprices.com/region-us/search/?q=nobunagas+ambition+taishi&platform=PS4&dlc=hide,True,65.0,-0.0005638674255660829,-0.02996691438238129,59.99,Action,MedPublishers,HighDevelopers,2018-07-03,2018.0,7.0,3.0,0,0.0,61.64652835266842,Failure
1375,No Time to Explain,Platformer,tinyBuild,tinyBuild,2016-03-29,2016-03-29,2016-03-29,no+time+to+explain,https://psprices.com/region-us/search/?q=no+time+to+explain&platform=PS4&dlc=hide,True,63.0,-0.0010495806725807331,-0.025309283506989546,14.99,Platformer,MedPublishers,MedDevelopers,2016-03-29,2016.0,3.0,29.0,1,0.0,67.67004758961794,Failure
1376,Not a Hero,Shooter,Roll7,Devolver Digital,2016-02-02,2016-02-02,2016-02-02,not+a+hero,https://psprices.com/region-us/search/?q=not+a+hero&platform=PS4&dlc=hide,True,75.0,-0.00018062305201186507,-0.17849174249820032,12.99,Shooter,HighPublishers,MedDevelopers,2016-02-02,2016.0,2.0,2.0,0,0.0,62.02630841137875,Failure
1378,Nuclear Throne,"Action, roguelike",Vlambeer,Vlambeer,2015-12-05,2015-12-05,2015-12-05,nuclear+throne,https://psprices.com/region-us/search/?q=nuclear+throne&platform=PS4&dlc=hide,True,87.0,0.0,0.0,11.99,Action,LowPublishers,LowDevelopers,2015-12-05,2015.0,12.0,5.0,0,0.0,76.87253161562462,Failure
1380,Obduction,"Adventure, puzzle",Cyan Worlds,Cyan Worlds,2018-06-28,2017-08-29,2017-08-29,obduction,https://psprices.com/region-us/search/?q=obduction&platform=PS4&dlc=hide,True,74.0,-0.000350290925368086,-0.07397468960028783,29.99,Puzzle,LowPublishers,LowDevelopers,2017-08-29,2017.0,8.0,29.0,0,0.0,76.53073313132155,Failure
1383,Observer,Horror,Bloober Team,Aspyr,2017-08-16,2017-08-15,2017-08-15,observer,https://psprices.com/region-us/search/?q=observer&platform=PS4&dlc=hide,True,77.0,-0.0006843177415755418,-0.01732000044951558,29.99,Horror,LowPublishers,HighDevelopers,2017-08-15,2017.0,8.0,15.0,0,0.0,78.6788609961204,Failure
1386,Octodad: Dadliest Catch,"Simulation, strategy",Young Horses,Young Horses,2015-08-28,2014-04-23,2014-04-22,octodad+dadliest+catch,https://psprices.com/region-us/search/?q=octodad+dadliest+catch&platform=PS4&dlc=hide,True,73.0,5.838994945848259e-05,-0.24285044005626744,14.99,Strategy,LowPublishers,LowDevelopers,2014-04-22,2014.0,4.0,22.0,0,0.0,61.353128950991454,Failure
1387,Oddworld: New 'n' Tasty!,Actionplatformer,Just Add Water,Oddworld Inhabitants,2015-03-04,2014-07-23,2014-07-22,oddworld+new+n+tasty,https://psprices.com/region-us/search/?q=oddworld+new+n+tasty&platform=PS4&dlc=hide,True,81.0,-0.0015957360714385616,-0.028566503070077298,29.99,Platformer,LowPublishers,LowDevelopers,2014-07-22,2014.0,7.0,22.0,1,0.0,59.846616085017054,Failure
1389,Odin Sphere: Leifthrasir,Action role-playing,Vanillaware,Atlus,2016-01-14,2016-06-24,2016-06-07,odin+sphere+leifthrasir,https://psprices.com/region-us/search/?q=odin+sphere+leifthrasir&platform=PS4&dlc=hide,True,88.0,-0.0008251600132938527,0.007739244427776473,59.99,Action,MedPublishers,MedDevelopers,2016-06-07,2016.0,6.0,7.0,0,0.0,53.79289839644781,Failure
1393,OlliOlli,"Skateboard, side-scroller",Roll7,Roll7,2014-09-24,2014-08-27,2014-08-26,olliolli,https://psprices.com/region-us/search/?q=olliolli&platform=PS4&dlc=hide,True,76.0,-9.940049268194979e-05,-0.5099829341406614,12.99,Sports,LowPublishers,MedDevelopers,2014-08-26,2014.0,8.0,26.0,0,0.0,62.869494529905666,Failure
1394,OlliOlli2: Welcome to Olliwood,"Skateboard, side-scroller",Roll7,Roll7,2015-04-01,2015-03-04,2015-03-03,olliolli2+welcome+to+olliwood,https://psprices.com/region-us/search/?q=olliolli2+welcome+to+olliwood&platform=PS4&dlc=hide,True,84.0,-0.0006617836933965925,-0.0801049390769915,14.99,Sports,LowPublishers,MedDevelopers,2015-03-03,2015.0,3.0,3.0,0,0.0,64.2075880374539,Failure
1395,Omega Quintet,Role-playing,Compile Heart,Compile Heart,2014-10-02,2015-05-01,2015-04-28,omega+quintet,https://psprices.com/region-us/search/?q=omega+quintet&platform=PS4&dlc=hide,True,61.0,-0.002326673133388393,-0.1296555314130522,59.99,RPG,LowPublishers,HighDevelopers,2015-04-28,2015.0,4.0,28.0,1,1.0,59.79228013887394,Success
1398,Onechanbara Z2: Chaos,Actionhack and slash,Tamsoft,D3 Publisher,2014-10-30,2015-08-28,2015-07-21,onechanbara+z2+chaos,https://psprices.com/region-us/search/?q=onechanbara+z2+chaos&platform=PS4&dlc=hide,True,57.0,-0.0020593815255361726,-0.02750861159881124,39.99,Action,MedPublishers,HighDevelopers,2015-07-21,2015.0,7.0,21.0,1,0.0,52.29035223640817,Failure
1399,One More Dungeon,Role-playing,Ratalaika Games,Ratalaika Games,2017-12-21,2017-12-13,2017-12-12,one+more+dungeon,https://psprices.com/region-us/search/?q=one+more+dungeon&platform=PS4&dlc=hide,True,61.0,-0.0006226110647936672,-0.008661647409531632,7.99,RPG,MedPublishers,MedDevelopers,2017-12-12,2017.0,12.0,12.0,0,0.0,75.68998879629399,Failure
1401,One Piece: Burning Blood,Fighting,Spike Chunsoft,Bandai Namco Entertainment,2016-04-16,2016-06-03,2016-05-31,one+piece+burning+blood,https://psprices.com/region-us/search/?q=one+piece+burning+blood&platform=PS4&dlc=hide,True,64.0,-0.000706929284641766,-0.023478149237507795,59.99,Action,HighPublishers,HighDevelopers,2016-05-31,2016.0,5.0,31.0,0,1.0,52.32193691172048,Success
1402,One Piece: Pirate Warriors 3,Action,Koei Tecmo,Bandai Namco Entertainment,2015-03-26,2015-08-28,2015-08-25,one+piece+pirate+warriors+3,https://psprices.com/region-us/search/?q=one+piece+pirate+warriors+3&platform=PS4&dlc=hide,True,74.0,-0.0018288089953550875,0.059963037802044025,59.99,Action,HighPublishers,HighDevelopers,2015-08-25,2015.0,8.0,25.0,1,1.0,52.5068869271111,Success
1404,One Piece: Unlimited World Red Deluxe Edition,Action-adventure,Tecmo Koei,Bandai Namco Entertainment,2017-08-24,2017-08-25,2017-08-25,one+piece+unlimited+world+red+deluxe+edition,https://psprices.com/region-us/search/?q=one+piece+unlimited+world+red+deluxe+edition&platform=PS4&dlc=hide,True,71.0,-0.0006510132947536925,-0.07433530004618245,39.99,Adventure,HighPublishers,HighDevelopers,2017-08-25,2017.0,8.0,25.0,0,0.0,70.71196821396455,Failure
1405,One Piece: World Seeker,Action-adventure,Ganbarion,Bandai Namco Entertainment,2019-03-14,2019-03-15,2019-03-15,one+piece+world+seeker,https://psprices.com/region-us/search/?q=one+piece+world+seeker&platform=PS4&dlc=hide,True,62.0,-0.0004614602156939801,-0.17451637641542495,59.99,Adventure,HighPublishers,LowDevelopers,2019-03-15,2019.0,3.0,15.0,0,0.0,56.19300277523928,Failure
1409,Onimusha: Warlords,Action-adventure,Capcom,Capcom,2018-12-20,2019-01-15,2019-01-15,onimusha+warlords,https://psprices.com/region-us/search/?q=onimusha+warlords&platform=PS4&dlc=hide,True,80.0,-8.92792031568761e-05,-0.16391855524946897,19.99,Adventure,HighPublishers,HighDevelopers,2019-01-15,2019.0,1.0,15.0,0,0.0,87.16355504591002,Failure
1410,Oninaki,Action role-playing,Tokyo RPG Factory,Square Enix,2019-08-22,2019-08-22,2019-08-22,oninaki,https://psprices.com/region-us/search/?q=oninaki&platform=PS4&dlc=hide,True,72.0,-0.0005344203146017038,-0.010471584335824246,49.99,Action,HighPublishers,MedDevelopers,2019-08-22,2019.0,8.0,22.0,0,0.0,68.42864678021542,Failure
1412,The Order: 1886,Third-person shooter,Ready at Dawn / SCE Santa Monica Studio,Sony Computer Entertainment,2015-02-20,2015-02-20,2015-02-20,the+order+1886,https://psprices.com/region-us/search/?q=the+order+1886&platform=PS4&dlc=hide,True,62.0,-0.003535955546601796,0.46350820767424594,59.99,Shooter,HighPublishers,LowDevelopers,2015-02-20,2015.0,2.0,20.0,1,1.0,70.5173509518764,Success
1425,Overcooked 2,"Party, puzzle",Ghost Town Games,Team17,2018-08-07,2018-08-07,2018-08-07,overcooked+2,https://psprices.com/region-us/search/?q=overcooked+2&platform=PS4&dlc=hide,True,82.0,-0.0002320391112945603,-0.06641830042326831,24.99,Puzzle,HighPublishers,MedDevelopers,2018-08-07,2018.0,8.0,7.0,0,0.0,76.64537931589742,Failure
1433,Owlboy,Platform-adventure,D-Pad Studio,D-Pad Studio,2017-02-13,2017-02-13,2017-02-13,owlboy,https://psprices.com/region-us/search/?q=owlboy&platform=PS4&dlc=hide,True,88.0,-0.0003560604326213751,-0.09889707417407013,24.99,Adventure,LowPublishers,LowDevelopers,2017-02-13,2017.0,2.0,13.0,0,0.0,79.58087103446239,Failure
1435,Pac-Man 256,Arcade,Hipster Whale,Bandai Namco Entertainment,2016-06-21,2016-06-21,2016-06-21,pac-man+256,https://psprices.com/region-us/search/?q=pac-man+256&platform=PS4&dlc=hide,True,79.0,-0.001789297501838038,-0.014802370242478276,4.99,Action,HighPublishers,LowDevelopers,2016-06-21,2016.0,6.0,21.0,1,0.0,79.56374538426596,Failure
